0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
677_942,664_439,641_267,612_196,587_388,594_692,605_531,544_819,493_789,479_366,445_773,387_849,322_142,269_644,188_677,123_782,81_930,42_186,16_680,4_124,573
